Date,Open,High,Low,Close
1990-05-29 00:00:00+07:00,641.1151123,641.1151123,641.1151123,641.1151123
1990-05-30 00:00:00+07:00,640.5551147,640.5551147,640.5551147,640.5551147
1990-05-31 00:00:00+07:00,636.3753052,636.3753052,636.3753052,636.3753052
1990-06-01 00:00:00+07:00,634.9953003,634.9953003,634.9953003,634.9953003
1990-06-04 00:00:00+07:00,636.215271,636.215271,636.215271,636.215271
1990-06-05 00:00:00+07:00,637.0552368,637.0552368,637.0552368,637.0552368
1990-06-06 00:00:00+07:00,636.6172485,636.6172485,636.6172485,636.6172485
1990-06-07 00:00:00+07:00,635.9752808,635.9752808,635.9752808,635.9752808
1990-06-08 00:00:00+07:00,636.0352783,636.0352783,636.0352783,636.0352783
1990-06-11 00:00:00+07:00,634.7352905,634.7352905,634.7352905,634.7352905
1990-06-12 00:00:00+07:00,634.3953247,634.3953247,634.3953247,634.3953247
1990-06-13 00:00:00+07:00,631.3554077,631.3554077,631.3554077,631.3554077
1990-06-14 00:00:00+07:00,630.2755127,630.2755127,630.2755127,630.2755127
1990-06-15 00:00:00+07:00,628.2555542,628.2555542,628.2555542,628.2555542
1990-06-18 00:00:00+07:00,626.8756714,626.8756714,626.8756714,626.8756714
1990-06-19 00:00:00+07:00,621.7658081,621.7658081,621.7658081,621.7658081
1990-06-20 00:00:00+07:00,622.4057617,622.4057617,622.4057617,622.4057617
1990-06-21 00:00:00+07:00,622.9557495,622.9557495,622.9557495,622.9557495
1990-06-22 00:00:00+07:00,623.9257202,623.9257202,623.9257202,623.9257202
1990-06-25 00:00:00+07:00,626.1156616,626.1156616,626.1156616,626.1156616
1990-06-26 00:00:00+07:00,623.7357178,623.7357178,623.7357178,623.7357178
1990-06-27 00:00:00+07:00,627.0755615,627.0755615,627.0755615,627.0755615
1990-06-28 00:00:00+07:00,626.7356567,626.7356567,626.7356567,626.7356567
1990-06-29 00:00:00+07:00,624.2957153,624.2957153,624.2957153,624.2957153
1990-07-02 00:00:00+07:00,629.4155273,629.4155273,629.4155273,629.4155273
1990-07-03 00:00:00+07:00,629.6755371,629.6755371,629.6755371,629.6755371
1990-07-04 00:00:00+07:00,629.6835327,629.6835327,629.6835327,629.6835327
1990-07-05 00:00:00+07:00,627.3984985,627.3984985,627.3984985,627.3984985
1990-07-06 00:00:00+07:00,626.7866211,626.7866211,626.7866211,626.7866211
1990-07-09 00:00:00+07:00,623.2737427,623.2737427,623.2737427,623.2737427
1990-07-10 00:00:00+07:00,624.5766602,624.5766602,624.5766602,624.5766602
1990-07-11 00:00:00+07:00,627.444519,627.444519,627.444519,627.444519
1990-07-12 00:00:00+07:00,627.944519,627.944519,627.944519,627.944519
1990-07-13 00:00:00+07:00,629.996521,629.996521,629.996521,629.996521
1990-07-16 00:00:00+07:00,630.7095337,630.7095337,630.7095337,630.7095337
1990-07-17 00:00:00+07:00,629.5065308,629.5065308,629.5065308,629.5065308
1990-07-18 00:00:00+07:00,631.1453857,631.1453857,631.1453857,631.1453857
1990-07-19 00:00:00+07:00,629.4485474,629.4485474,629.4485474,629.4485474
1990-07-20 00:00:00+07:00,630.0715332,630.0715332,630.0715332,630.0715332
1990-07-24 00:00:00+07:00,625.8816528,625.8816528,625.8816528,625.8816528
1990-07-25 00:00:00+07:00,627.9355469,627.9355469,627.9355469,627.9355469
1990-07-26 00:00:00+07:00,625.975647,625.975647,625.975647,625.975647
1990-07-27 00:00:00+07:00,624.0626831,624.0626831,624.0626831,624.0626831
1990-07-30 00:00:00+07:00,619.6378784,619.6378784,619.6378784,619.6378784
1990-07-31 00:00:00+07:00,614.3820801,614.3820801,614.3820801,614.3820801
1990-08-01 00:00:00+07:00,611.9572144,611.9572144,611.9572144,611.9572144
1990-08-02 00:00:00+07:00,612.1981812,612.1981812,612.1981812,612.1981812
1990-08-03 00:00:00+07:00,613.4700928,613.4700928,613.4700928,613.4700928
1990-08-06 00:00:00+07:00,607.602356,607.602356,607.602356,607.602356
1990-08-07 00:00:00+07:00,603.1005859,603.1005859,603.1005859,603.1005859
1990-08-08 00:00:00+07:00,595.9118042,595.9118042,595.9118042,595.9118042
1990-08-09 00:00:00+07:00,593.4499512,593.4499512,593.4499512,593.4499512
1990-08-10 00:00:00+07:00,591.9459229,591.9459229,591.9459229,591.9459229
1990-08-13 00:00:00+07:00,589.9880371,589.9880371,589.9880371,589.9880371
1990-08-14 00:00:00+07:00,587.3110962,587.3110962,587.3110962,587.3110962
1990-08-15 00:00:00+07:00,584.1333008,584.1333008,584.1333008,584.1333008
1990-08-16 00:00:00+07:00,585.1271973,585.1271973,585.1271973,585.1271973
1990-08-20 00:00:00+07:00,583.4483032,583.4483032,583.4483032,583.4483032
1990-08-21 00:00:00+07:00,577.4545288,577.4545288,577.4545288,577.4545288
1990-08-22 00:00:00+07:00,573.2756348,573.2756348,573.2756348,573.2756348
1990-08-23 00:00:00+07:00,563.4680786,563.4680786,563.4680786,563.4680786
1990-08-24 00:00:00+07:00,551.760498,551.760498,551.760498,551.760498
1990-08-27 00:00:00+07:00,546.8087158,546.8087158,546.8087158,546.8087158
1990-08-28 00:00:00+07:00,556.3153687,556.3153687,556.3153687,556.3153687
1990-08-30 00:00:00+07:00,559.3612061,559.3612061,559.3612061,559.3612061
1990-08-31 00:00:00+07:00,570.9978027,570.9978027,570.9978027,570.9978027
1990-09-03 00:00:00+07:00,567.3848877,567.3848877,567.3848877,567.3848877
1990-09-04 00:00:00+07:00,562.3140869,562.3140869,562.3140869,562.3140869
1990-09-05 00:00:00+07:00,557.0363159,557.0363159,557.0363159,557.0363159
1990-09-06 00:00:00+07:00,557.1253052,557.1253052,557.1253052,557.1253052
1990-09-07 00:00:00+07:00,546.5777588,546.5777588,546.5777588,546.5777588
1990-09-11 00:00:00+07:00,541.848938,541.848938,541.848938,541.848938
1990-09-12 00:00:00+07:00,539.3699951,539.3699951,539.3699951,539.3699951
1990-09-13 00:00:00+07:00,530.4023438,530.4023438,530.4023438,530.4023438
1990-09-14 00:00:00+07:00,529.0993652,529.0993652,529.0993652,529.0993652
1990-09-17 00:00:00+07:00,523.093689,523.093689,523.093689,523.093689
1990-09-18 00:00:00+07:00,515.1239014,515.1239014,515.1239014,515.1239014
1990-09-19 00:00:00+07:00,507.0522461,507.0522461,507.0522461,507.0522461
1990-09-20 00:00:00+07:00,500.6705017,500.6705017,500.6705017,500.6705017
1990-09-21 00:00:00+07:00,500.279541,500.279541,500.279541,500.279541
1990-09-24 00:00:00+07:00,493.9167786,493.9167786,493.9167786,493.9167786
1990-09-25 00:00:00+07:00,477.3594055,477.3594055,477.3594055,477.3594055
1990-09-26 00:00:00+07:00,464.2348938,464.2348938,464.2348938,464.2348938
1990-09-27 00:00:00+07:00,454.4942627,454.4942627,454.4942627,454.4942627
1990-09-28 00:00:00+07:00,468.4907837,468.4907837,468.4907837,468.4907837
1990-10-01 00:00:00+07:00,468.481781,468.481781,468.481781,468.481781
1990-10-02 00:00:00+07:00,460.5620728,460.5620728,460.5620728,460.5620728
1990-10-03 00:00:00+07:00,456.8832092,456.8832092,456.8832092,456.8832092
1990-10-04 00:00:00+07:00,452.5973511,452.5973511,452.5973511,452.5973511
1990-10-05 00:00:00+07:00,450.0404968,450.0404968,450.0404968,450.0404968
1990-10-08 00:00:00+07:00,446.3236389,446.3236389,446.3236389,446.3236389
1990-10-09 00:00:00+07:00,441.7487793,441.7487793,441.7487793,441.7487793
1990-10-10 00:00:00+07:00,433.4831238,433.4831238,433.4831238,433.4831238
1990-10-11 00:00:00+07:00,428.543335,428.543335,428.543335,428.543335
1990-10-12 00:00:00+07:00,425.3804321,425.3804321,425.3804321,425.3804321
1990-10-15 00:00:00+07:00,419.2266846,419.2266846,419.2266846,419.2266846
1990-10-16 00:00:00+07:00,414.730835,414.730835,414.730835,414.730835
1990-10-17 00:00:00+07:00,407.5271301,407.5271301,407.5271301,407.5271301
1990-10-18 00:00:00+07:00,398.5424805,398.5424805,398.5424805,398.5424805
1990-10-19 00:00:00+07:00,396.9655457,396.9655457,396.9655457,396.9655457
1990-10-22 00:00:00+07:00,407.6591187,407.6591187,407.6591187,407.6591187
1990-10-23 00:00:00+07:00,405.0962219,405.0962219,405.0962219,405.0962219
1990-10-24 00:00:00+07:00,409.1120605,409.1120605,409.1120605,409.1120605
1990-10-25 00:00:00+07:00,417.5597534,417.5597534,417.5597534,417.5597534
1990-10-26 00:00:00+07:00,437.7399597,437.7399597,437.7399597,437.7399597
1990-10-29 00:00:00+07:00,453.2113647,453.2113647,453.2113647,453.2113647
1990-10-30 00:00:00+07:00,430.6692505,430.6692505,430.6692505,430.6692505
1990-10-31 00:00:00+07:00,416.4728088,416.4728088,416.4728088,416.4728088
1990-11-01 00:00:00+07:00,416.3267822,416.3267822,416.3267822,416.3267822
1990-11-02 00:00:00+07:00,419.7156372,419.7156372,419.7156372,419.7156372
1990-11-05 00:00:00+07:00,416.606781,416.606781,416.606781,416.606781
1990-11-06 00:00:00+07:00,415.0648193,415.0648193,415.0648193,415.0648193
1990-11-07 00:00:00+07:00,414.4908752,414.4908752,414.4908752,414.4908752
1990-11-08 00:00:00+07:00,412.809906,412.809906,412.809906,412.809906
1990-11-09 00:00:00+07:00,412.0139771,412.0139771,412.0139771,412.0139771
1990-11-12 00:00:00+07:00,408.9520569,408.9520569,408.9520569,408.9520569
1990-11-13 00:00:00+07:00,406.4031982,406.4031982,406.4031982,406.4031982
1990-11-14 00:00:00+07:00,402.4943542,402.4943542,402.4943542,402.4943542
1990-11-15 00:00:00+07:00,398.9394531,398.9394531,398.9394531,398.9394531
1990-11-16 00:00:00+07:00,398.5054626,398.5054626,398.5054626,398.5054626
1990-11-19 00:00:00+07:00,395.1946106,395.1946106,395.1946106,395.1946106
1990-11-20 00:00:00+07:00,391.7787476,391.7787476,391.7787476,391.7787476
1990-11-21 00:00:00+07:00,391.9147339,391.9147339,391.9147339,391.9147339
1990-11-22 00:00:00+07:00,390.026825,390.026825,390.026825,390.026825
1990-11-23 00:00:00+07:00,390.9718018,390.9718018,390.9718018,390.9718018
1990-11-26 00:00:00+07:00,389.6428223,389.6428223,389.6428223,389.6428223
1990-11-27 00:00:00+07:00,388.4568787,388.4568787,388.4568787,388.4568787
1990-11-28 00:00:00+07:00,387.3619385,387.3619385,387.3619385,387.3619385
1990-11-29 00:00:00+07:00,384.7840576,384.7840576,384.7840576,384.7840576
1990-11-30 00:00:00+07:00,382.1881104,382.1881104,382.1881104,382.1881104
1990-12-03 00:00:00+07:00,378.1042786,378.1042786,378.1042786,378.1042786
1990-12-04 00:00:00+07:00,376.2723389,376.2723389,376.2723389,376.2723389
1990-12-05 00:00:00+07:00,371.1835632,371.1835632,371.1835632,371.1835632
1990-12-06 00:00:00+07:00,380.953186,380.953186,380.953186,380.953186
1990-12-07 00:00:00+07:00,380.7081909,380.7081909,380.7081909,380.7081909
1990-12-10 00:00:00+07:00,378.5672607,378.5672607,378.5672607,378.5672607
1990-12-11 00:00:00+07:00,381.4791565,381.4791565,381.4791565,381.4791565
1990-12-12 00:00:00+07:00,383.6420898,383.6420898,383.6420898,383.6420898
1990-12-13 00:00:00+07:00,386.1009827,386.1009827,386.1009827,386.1009827
1990-12-14 00:00:00+07:00,390.3988037,390.3988037,390.3988037,390.3988037
1990-12-17 00:00:00+07:00,395.1966248,395.1966248,395.1966248,395.1966248
1990-12-18 00:00:00+07:00,398.20047,398.20047,398.20047,398.20047
1990-12-19 00:00:00+07:00,397.8525391,397.8525391,397.8525391,397.8525391
1990-12-20 00:00:00+07:00,398.2254639,398.2254639,398.2254639,398.2254639
1990-12-21 00:00:00+07:00,400.4424133,400.4424133,400.4424133,400.4424133
1990-12-26 00:00:00+07:00,403.8272705,403.8272705,403.8272705,403.8272705
1990-12-27 00:00:00+07:00,410.598999,410.598999,410.598999,410.598999
1990-12-28 00:00:00+07:00,417.771759,417.771759,417.771759,417.771759
1991-01-03 00:00:00+07:00,408.5220947,408.5220947,408.5220947,408.5220947
1991-01-04 00:00:00+07:00,408.4750977,408.4750977,408.4750977,408.4750977
1991-01-07 00:00:00+07:00,404.801239,404.801239,404.801239,404.801239
1991-01-08 00:00:00+07:00,401.6313477,401.6313477,401.6313477,401.6313477
1991-01-09 00:00:00+07:00,399.1174622,399.1174622,399.1174622,399.1174622
1991-01-10 00:00:00+07:00,397.3675537,397.3675537,397.3675537,397.3675537
1991-01-11 00:00:00+07:00,394.7506104,394.7506104,394.7506104,394.7506104
1991-01-14 00:00:00+07:00,391.1547852,391.1547852,391.1547852,391.1547852
1991-01-15 00:00:00+07:00,390.494812,390.494812,390.494812,390.494812
1991-01-16 00:00:00+07:00,389.2088318,389.2088318,389.2088318,389.2088318
1991-01-17 00:00:00+07:00,389.625824,389.625824,389.625824,389.625824
1991-01-18 00:00:00+07:00,393.1747131,393.1747131,393.1747131,393.1747131
1991-01-21 00:00:00+07:00,389.1078186,389.1078186,389.1078186,389.1078186
1991-01-22 00:00:00+07:00,387.4519348,387.4519348,387.4519348,387.4519348
1991-01-23 00:00:00+07:00,387.0609131,387.0609131,387.0609131,387.0609131
1991-01-24 00:00:00+07:00,384.9649963,384.9649963,384.9649963,384.9649963
1991-01-25 00:00:00+07:00,384.1950378,384.1950378,384.1950378,384.1950378
1991-01-28 00:00:00+07:00,384.8210144,384.8210144,384.8210144,384.8210144
1991-01-29 00:00:00+07:00,385.0849915,385.0849915,385.0849915,385.0849915
1991-01-30 00:00:00+07:00,384.3890381,384.3890381,384.3890381,384.3890381
1991-01-31 00:00:00+07:00,383.0031128,383.0031128,383.0031128,383.0031128
1991-02-01 00:00:00+07:00,383.611084,383.611084,383.611084,383.611084
1991-02-04 00:00:00+07:00,383.8510742,383.8510742,383.8510742,383.8510742
1991-02-05 00:00:00+07:00,382.7680969,382.7680969,382.7680969,382.7680969
1991-02-06 00:00:00+07:00,380.985199,380.985199,380.985199,380.985199
1991-02-07 00:00:00+07:00,382.2831116,382.2831116,382.2831116,382.2831116
1991-02-08 00:00:00+07:00,381.2601624,381.2601624,381.2601624,381.2601624
1991-02-11 00:00:00+07:00,381.21521,381.21521,381.21521,381.21521
1991-02-13 00:00:00+07:00,381.2232056,381.2232056,381.2232056,381.2232056
1991-02-14 00:00:00+07:00,382.4241028,382.4241028,382.4241028,382.4241028
1991-02-15 00:00:00+07:00,382.2531128,382.2531128,382.2531128,382.2531128
1991-02-18 00:00:00+07:00,385.3859863,385.3859863,385.3859863,385.3859863
1991-02-19 00:00:00+07:00,388.2858887,388.2858887,388.2858887,388.2858887
1991-02-20 00:00:00+07:00,396.1595459,396.1595459,396.1595459,396.1595459
1991-02-21 00:00:00+07:00,406.8111877,406.8111877,406.8111877,406.8111877
1991-02-22 00:00:00+07:00,419.5166626,419.5166626,419.5166626,419.5166626
1991-02-25 00:00:00+07:00,427.0023804,427.0023804,427.0023804,427.0023804
1991-02-26 00:00:00+07:00,411.3859863,411.3859863,411.3859863,411.3859863
1991-02-27 00:00:00+07:00,403.3832703,403.3832703,403.3832703,403.3832703
1991-02-28 00:00:00+07:00,391.3147583,391.3147583,391.3147583,391.3147583
1991-03-01 00:00:00+07:00,387.9099121,387.9099121,387.9099121,387.9099121
1991-03-04 00:00:00+07:00,382.1871033,382.1871033,382.1871033,382.1871033
1991-03-05 00:00:00+07:00,378.5672607,378.5672607,378.5672607,378.5672607
1991-03-06 00:00:00+07:00,382.3921204,382.3921204,382.3921204,382.3921204
1991-03-07 00:00:00+07:00,386.3369751,386.3369751,386.3369751,386.3369751
1991-03-08 00:00:00+07:00,390.0308228,390.0308228,390.0308228,390.0308228
1991-03-11 00:00:00+07:00,398.3894653,398.3894653,398.3894653,398.3894653
1991-03-12 00:00:00+07:00,397.08255,397.08255,397.08255,397.08255
1991-03-13 00:00:00+07:00,398.7604675,398.7604675,398.7604675,398.7604675
1991-03-14 00:00:00+07:00,400.391449,400.391449,400.391449,400.391449
1991-03-15 00:00:00+07:00,401.0144043,401.0144043,401.0144043,401.0144043
1991-03-18 00:00:00+07:00,398.8504639,398.8504639,398.8504639,398.8504639
1991-03-19 00:00:00+07:00,398.1344604,398.1344604,398.1344604,398.1344604
1991-03-20 00:00:00+07:00,398.7444763,398.7444763,398.7444763,398.7444763
1991-03-21 00:00:00+07:00,397.6945496,397.6945496,397.6945496,397.6945496
1991-03-22 00:00:00+07:00,398.220459,398.220459,398.220459,398.220459
1991-03-25 00:00:00+07:00,400.8594055,400.8594055,400.8594055,400.8594055
1991-03-26 00:00:00+07:00,403.2112732,403.2112732,403.2112732,403.2112732
1991-03-27 00:00:00+07:00,406.9641724,406.9641724,406.9641724,406.9641724
1991-03-28 00:00:00+07:00,408.0940857,408.0940857,408.0940857,408.0940857
1991-04-01 00:00:00+07:00,407.0771484,407.0771484,407.0771484,407.0771484
1991-04-02 00:00:00+07:00,404.0882874,404.0882874,404.0882874,404.0882874
1991-04-03 00:00:00+07:00,404.5232849,404.5232849,404.5232849,404.5232849
1991-04-04 00:00:00+07:00,406.1001892,406.1001892,406.1001892,406.1001892
1991-04-05 00:00:00+07:00,406.7591858,406.7591858,406.7591858,406.7591858
1991-04-08 00:00:00+07:00,408.0491028,408.0491028,408.0491028,408.0491028
1991-04-09 00:00:00+07:00,410.7770081,410.7770081,410.7770081,410.7770081
1991-04-10 00:00:00+07:00,412.0559692,412.0559692,412.0559692,412.0559692
1991-04-11 00:00:00+07:00,411.7659912,411.7659912,411.7659912,411.7659912
1991-04-12 00:00:00+07:00,412.4639282,412.4639282,412.4639282,412.4639282
1991-04-22 00:00:00+07:00,415.5378113,415.5378113,415.5378113,415.5378113
1991-04-23 00:00:00+07:00,419.5646667,419.5646667,419.5646667,419.5646667
1991-04-24 00:00:00+07:00,421.8955383,421.8955383,421.8955383,421.8955383
1991-04-25 00:00:00+07:00,423.1745605,423.1745605,423.1745605,423.1745605
1991-04-26 00:00:00+07:00,423.1335449,423.1335449,423.1335449,423.1335449
1991-04-29 00:00:00+07:00,420.554657,420.554657,420.554657,420.554657
1991-04-30 00:00:00+07:00,413.6969299,413.6969299,413.6969299,413.6969299
1991-05-01 00:00:00+07:00,413.3519287,413.3519287,413.3519287,413.3519287
1991-05-02 00:00:00+07:00,412.2049561,412.2049561,412.2049561,412.2049561
1991-05-03 00:00:00+07:00,407.4651489,407.4651489,407.4651489,407.4651489
1991-05-06 00:00:00+07:00,407.5691223,407.5691223,407.5691223,407.5691223
1991-05-07 00:00:00+07:00,406.5112,406.5112,406.5112,406.5112
1991-05-08 00:00:00+07:00,406.6362,406.6362,406.6362,406.6362
1991-05-10 00:00:00+07:00,407.6591187,407.6591187,407.6591187,407.6591187
1991-05-13 00:00:00+07:00,406.9101563,406.9101563,406.9101563,406.9101563
1991-05-14 00:00:00+07:00,404.9212646,404.9212646,404.9212646,404.9212646
1991-05-15 00:00:00+07:00,404.7662659,404.7662659,404.7662659,404.7662659
1991-05-16 00:00:00+07:00,403.0413208,403.0413208,403.0413208,403.0413208
1991-05-17 00:00:00+07:00,404.8572388,404.8572388,404.8572388,404.8572388
1991-05-20 00:00:00+07:00,406.0021973,406.0021973,406.0021973,406.0021973
1991-05-21 00:00:00+07:00,406.4411926,406.4411926,406.4411926,406.4411926
1991-05-22 00:00:00+07:00,406.6871948,406.6871948,406.6871948,406.6871948
1991-05-23 00:00:00+07:00,403.4872742,403.4872742,403.4872742,403.4872742
1991-05-24 00:00:00+07:00,402.7203369,402.7203369,402.7203369,402.7203369
1991-05-27 00:00:00+07:00,397.8505249,397.8505249,397.8505249,397.8505249
1991-05-29 00:00:00+07:00,396.4925537,396.4925537,396.4925537,396.4925537
1991-05-30 00:00:00+07:00,397.7275391,397.7275391,397.7275391,397.7275391
1991-05-31 00:00:00+07:00,397.5845642,397.5845642,397.5845642,397.5845642
1991-06-03 00:00:00+07:00,396.509552,396.509552,396.509552,396.509552
1991-06-04 00:00:00+07:00,395.114624,395.114624,395.114624,395.114624
1991-06-05 00:00:00+07:00,393.9846802,393.9846802,393.9846802,393.9846802
1991-06-06 00:00:00+07:00,395.6186218,395.6186218,395.6186218,395.6186218
1991-06-07 00:00:00+07:00,395.9135437,395.9135437,395.9135437,395.9135437
1991-06-10 00:00:00+07:00,390.494812,390.494812,390.494812,390.494812
1991-06-11 00:00:00+07:00,390.3478394,390.3478394,390.3478394,390.3478394
1991-06-12 00:00:00+07:00,387.2309265,387.2309265,387.2309265,387.2309265
1991-06-13 00:00:00+07:00,382.8421021,382.8421021,382.8421021,382.8421021
1991-06-14 00:00:00+07:00,379.7502136,379.7502136,379.7502136,379.7502136
1991-06-17 00:00:00+07:00,374.4244385,374.4244385,374.4244385,374.4244385
1991-06-18 00:00:00+07:00,374.944397,374.944397,374.944397,374.944397
1991-06-19 00:00:00+07:00,373.9094849,373.9094849,373.9094849,373.9094849
1991-06-20 00:00:00+07:00,374.6144104,374.6144104,374.6144104,374.6144104
1991-06-21 00:00:00+07:00,372.6994629,372.6994629,372.6994629,372.6994629
1991-06-24 00:00:00+07:00,370.2276001,370.2276001,370.2276001,370.2276001
1991-06-25 00:00:00+07:00,367.9776917,367.9776917,367.9776917,367.9776917
1991-06-26 00:00:00+07:00,360.3719788,360.3719788,360.3719788,360.3719788
1991-06-27 00:00:00+07:00,354.1921997,354.1921997,354.1921997,354.1921997
1991-06-28 00:00:00+07:00,346.252533,346.252533,346.252533,346.252533
1991-07-01 00:00:00+07:00,342.9056396,342.9056396,342.9056396,342.9056396
1991-07-02 00:00:00+07:00,340.3727417,340.3727417,340.3727417,340.3727417
1991-07-03 00:00:00+07:00,339.4517517,339.4517517,339.4517517,339.4517517
1991-07-04 00:00:00+07:00,342.831665,342.831665,342.831665,342.831665
1991-07-05 00:00:00+07:00,341.765686,341.765686,341.765686,341.765686
1991-07-08 00:00:00+07:00,338.2948608,338.2948608,338.2948608,338.2948608
1991-07-09 00:00:00+07:00,332.2360535,332.2360535,332.2360535,332.2360535
1991-07-10 00:00:00+07:00,333.3640442,333.3640442,333.3640442,333.3640442
1991-07-11 00:00:00+07:00,328.5452271,328.5452271,328.5452271,328.5452271
1991-07-12 00:00:00+07:00,328.6032104,328.6032104,328.6032104,328.6032104
1991-07-15 00:00:00+07:00,325.5143127,325.5143127,325.5143127,325.5143127
1991-07-16 00:00:00+07:00,324.1213989,324.1213989,324.1213989,324.1213989
1991-07-17 00:00:00+07:00,323.2543945,323.2543945,323.2543945,323.2543945
1991-07-18 00:00:00+07:00,324.6153564,324.6153564,324.6153564,324.6153564
1991-07-19 00:00:00+07:00,322.9334106,322.9334106,322.9334106,322.9334106
1991-07-22 00:00:00+07:00,324.8913574,324.8913574,324.8913574,324.8913574
1991-07-23 00:00:00+07:00,325.2453613,325.2453613,325.2453613,325.2453613
1991-07-24 00:00:00+07:00,327.7432556,327.7432556,327.7432556,327.7432556
1991-07-25 00:00:00+07:00,332.9420166,332.9420166,332.9420166,332.9420166
1991-07-26 00:00:00+07:00,332.4660339,332.4660339,332.4660339,332.4660339
1991-07-29 00:00:00+07:00,337.4208374,337.4208374,337.4208374,337.4208374
1991-07-30 00:00:00+07:00,338.7898254,338.7898254,338.7898254,338.7898254
1991-07-31 00:00:00+07:00,339.9447632,339.9447632,339.9447632,339.9447632
1991-08-01 00:00:00+07:00,337.559845,337.559845,337.559845,337.559845
1991-08-02 00:00:00+07:00,336.0419006,336.0419006,336.0419006,336.0419006
1991-08-05 00:00:00+07:00,333.9970093,333.9970093,333.9970093,333.9970093
1991-08-06 00:00:00+07:00,332.7470398,332.7470398,332.7470398,332.7470398
1991-08-07 00:00:00+07:00,330.6721191,330.6721191,330.6721191,330.6721191
1991-08-08 00:00:00+07:00,332.4260254,332.4260254,332.4260254,332.4260254
1991-08-09 00:00:00+07:00,331.9620972,331.9620972,331.9620972,331.9620972
1991-08-12 00:00:00+07:00,337.632843,337.632843,337.632843,337.632843
1991-08-13 00:00:00+07:00,334.2369995,334.2369995,334.2369995,334.2369995
1991-08-14 00:00:00+07:00,331.683136,331.683136,331.683136,331.683136
1991-08-15 00:00:00+07:00,329.9321899,329.9321899,329.9321899,329.9321899
1991-08-16 00:00:00+07:00,329.9251709,329.9251709,329.9251709,329.9251709
1991-08-19 00:00:00+07:00,322.0914612,322.0914612,322.0914612,322.0914612
1991-08-20 00:00:00+07:00,316.456665,316.456665,316.456665,316.456665
1991-08-21 00:00:00+07:00,315.3007507,315.3007507,315.3007507,315.3007507
1991-08-22 00:00:00+07:00,320.2825623,320.2825623,320.2825623,320.2825623
1991-08-23 00:00:00+07:00,318.5666199,318.5666199,318.5666199,318.5666199
1991-08-26 00:00:00+07:00,314.0337524,314.0337524,314.0337524,314.0337524
1991-08-27 00:00:00+07:00,313.6717529,313.6717529,313.6717529,313.6717529
1991-08-28 00:00:00+07:00,313.9127502,313.9127502,313.9127502,313.9127502
1991-08-29 00:00:00+07:00,308.5849915,308.5849915,308.5849915,308.5849915
1991-08-30 00:00:00+07:00,300.9682922,300.9682922,300.9682922,300.9682922
1991-09-02 00:00:00+07:00,303.4931946,303.4931946,303.4931946,303.4931946
1991-09-03 00:00:00+07:00,299.8523254,299.8523254,299.8523254,299.8523254
1991-09-04 00:00:00+07:00,299.3293457,299.3293457,299.3293457,299.3293457
1991-09-05 00:00:00+07:00,301.0792847,301.0792847,301.0792847,301.0792847
1991-09-06 00:00:00+07:00,300.531311,300.531311,300.531311,300.531311
